dividend_cocode|company_name|div_announcement_date|div_per_share
88297|H D F C BANK LTD.|24-04-2008|8.5000
88297|H D F C BANK LTD.|23-04-2009|10.0000
88297|H D F C BANK LTD.|24-04-2010|12.0000
88297|H D F C BANK LTD.|18-04-2011|16.5000
88297|H D F C BANK LTD.|18-04-2012|4.3000
88297|H D F C BANK LTD.|23-04-2013|5.5000
88297|H D F C BANK LTD.|22-04-2014|6.8500
88297|H D F C BANK LTD.|23-04-2015|8.0000
88297|H D F C BANK LTD.|22-04-2016|9.5000
88297|H D F C BANK LTD.|21-04-2017|11.0000
88297|H D F C BANK LTD.|21-04-2018|13.0000
88297|H D F C BANK LTD.|20-04-2019|15.0000
88297|H D F C BANK LTD.|20-07-2019|5.0000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2013|0.0000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2014|0.5000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2015|0.7000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2016|0.9000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2017|1.1000
88320|H D F C LIFE INSURANCE CO. LTD.|08-12-2017|1.3600
88320|H D F C LIFE INSURANCE CO. LTD.|07-03-2019|1.6300
92590|HERO MOTOCORP LTD.|14-01-2004|10.0000
92590|HERO MOTOCORP LTD.|12-04-2004|10.0000
92590|HERO MOTOCORP LTD.|12-04-2005|20.0000
92590|HERO MOTOCORP LTD.|30-05-2006|20.0000
92590|HERO MOTOCORP LTD.|11-05-2007|17.0000
92590|HERO MOTOCORP LTD.|24-04-2008|19.0000
92590|HERO MOTOCORP LTD.|21-04-2009|20.0000
92590|HERO MOTOCORP LTD.|30-03-2010|80.0000
92590|HERO MOTOCORP LTD.|19-04-2010|30.0000
92590|HERO MOTOCORP LTD.|13-04-2011|70.0000
92590|HERO MOTOCORP LTD.|04-05-2011|35.0000
92590|HERO MOTOCORP LTD.|02-05-2012|45.0000
92590|HERO MOTOCORP LTD.|26-04-2013|60.0000
92590|HERO MOTOCORP LTD.|28-05-2014|65.0000
92590|HERO MOTOCORP LTD.|05-08-2014|30.0000
92590|HERO MOTOCORP LTD.|07-05-2015|30.0000
92590|HERO MOTOCORP LTD.|10-03-2016|40.0000
92590|HERO MOTOCORP LTD.|05-05-2016|32.0000
92590|HERO MOTOCORP LTD.|07-03-2017|55.0000
92590|HERO MOTOCORP LTD.|10-05-2017|30.0000
92590|HERO MOTOCORP LTD.|06-02-2018|55.0000
92590|HERO MOTOCORP LTD.|02-05-2018|40.0000
92590|HERO MOTOCORP LTD.|31-01-2019|55.0000
92590|HERO MOTOCORP LTD.|26-04-2019|32.0000
93902|HINDALCO INDUSTRIES LTD.|26-04-2004|16.5000
93902|HINDALCO INDUSTRIES LTD.|30-04-2005|20.0000
93902|HINDALCO INDUSTRIES LTD.|29-04-2006|2.2000
93902|HINDALCO INDUSTRIES LTD.|12-03-2007|1.7000
93902|HINDALCO INDUSTRIES LTD.|04-05-2007|0.0000
93902|HINDALCO INDUSTRIES LTD.|20-06-2008|1.8500
93902|HINDALCO INDUSTRIES LTD.|30-06-2009|1.3500
93902|HINDALCO INDUSTRIES LTD.|04-06-2010|1.3500
93902|HINDALCO INDUSTRIES LTD.|30-05-2011|1.5000
93902|HINDALCO INDUSTRIES LTD.|27-06-2012|1.5500
93902|HINDALCO INDUSTRIES LTD.|28-05-2013|1.4000
93902|HINDALCO INDUSTRIES LTD.|29-05-2014|1.0000
93902|HINDALCO INDUSTRIES LTD.|28-05-2015|1.0000
93902|HINDALCO INDUSTRIES LTD.|28-05-2016|1.0000
93902|HINDALCO INDUSTRIES LTD.|30-05-2017|1.1000
93902|HINDALCO INDUSTRIES LTD.|16-05-2018|1.2000
93902|HINDALCO INDUSTRIES LTD.|16-05-2019|1.2000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|31-05-2004|16.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|10-12-2004|5.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|26-05-2005|10.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|25-05-2006|3.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|20-12-2006|6.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|29-05-2007|12.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|29-05-2008|3.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|02-06-2009|5.2500
94103|HINDUSTAN PETROLEUM CORPN. LTD.|26-05-2010|12.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|26-05-2011|14.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|29-05-2012|8.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|28-05-2013|8.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|28-05-2014|15.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|28-05-2015|24.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-02-2016|11.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|11-03-2016|7.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|27-05-2016|16.0000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|13-02-2017|22.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|23-03-2017|6.4000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|26-05-2017|1.1000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|09-02-2018|14.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|22-05-2018|2.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|05-02-2019|6.5000
94103|HINDUSTAN PETROLEUM CORPN. LTD.|20-05-2019|9.4000
94080|HINDUSTAN UNILEVER LTD.|17-02-2004|3.0000
94080|HINDUSTAN UNILEVER LTD.|29-07-2004|2.5000
94080|HINDUSTAN UNILEVER LTD.|11-02-2005|2.5000
94080|HINDUSTAN UNILEVER LTD.|02-08-2005|2.5000
94080|HINDUSTAN UNILEVER LTD.|14-02-2006|2.5000
94080|HINDUSTAN UNILEVER LTD.|30-07-2006|3.0000
94080|HINDUSTAN UNILEVER LTD.|20-02-2007|3.0000
94080|HINDUSTAN UNILEVER LTD.|30-07-2007|3.0000
94080|HINDUSTAN UNILEVER LTD.|31-10-2007|3.0000
94080|HINDUSTAN UNILEVER LTD.|13-02-2008|3.0000
94080|HINDUSTAN UNILEVER LTD.|25-07-2008|3.5000
94080|HINDUSTAN UNILEVER LTD.|11-05-2009|4.0000
94080|HINDUSTAN UNILEVER LTD.|31-10-2009|3.0000
94080|HINDUSTAN UNILEVER LTD.|25-05-2010|3.5000
94080|HINDUSTAN UNILEVER LTD.|25-10-2010|3.0000
94080|HINDUSTAN UNILEVER LTD.|09-05-2011|3.5000
94080|HINDUSTAN UNILEVER LTD.|31-10-2011|3.5000
94080|HINDUSTAN UNILEVER LTD.|01-05-2012|4.0000
94080|HINDUSTAN UNILEVER LTD.|26-10-2012|4.5000
94080|HINDUSTAN UNILEVER LTD.|27-10-2012|8.0000
94080|HINDUSTAN UNILEVER LTD.|29-04-2013|6.0000
94080|HINDUSTAN UNILEVER LTD.|26-10-2013|5.5000
94080|HINDUSTAN UNILEVER LTD.|28-04-2014|7.5000
94080|HINDUSTAN UNILEVER LTD.|27-10-2014|6.0000
94080|HINDUSTAN UNILEVER LTD.|08-05-2015|9.0000
94080|HINDUSTAN UNILEVER LTD.|14-10-2015|6.5000
94080|HINDUSTAN UNILEVER LTD.|09-05-2016|9.5000
94080|HINDUSTAN UNILEVER LTD.|26-10-2016|7.0000
94080|HINDUSTAN UNILEVER LTD.|17-05-2017|10.0000
94080|HINDUSTAN UNILEVER LTD.|25-10-2017|8.0000
94080|HINDUSTAN UNILEVER LTD.|14-05-2018|12.0000
94080|HINDUSTAN UNILEVER LTD.|12-10-2018|9.0000
94080|HINDUSTAN UNILEVER LTD.|03-05-2019|13.0000
94080|HINDUSTAN UNILEVER LTD.|14-10-2019|11.0000
94175|HINDUSTAN ZINC LTD.|14-06-2004|1.4000
94175|HINDUSTAN ZINC LTD.|02-06-2005|1.7500
94175|HINDUSTAN ZINC LTD.|28-04-2006|2.5000
94175|HINDUSTAN ZINC LTD.|20-01-2007|2.5000
94175|HINDUSTAN ZINC LTD.|26-04-2007|2.5000
94175|HINDUSTAN ZINC LTD.|22-10-2007|2.5000
94175|HINDUSTAN ZINC LTD.|24-04-2008|2.5000
94175|HINDUSTAN ZINC LTD.|22-04-2009|4.0000
94175|HINDUSTAN ZINC LTD.|21-04-2010|6.0000
94175|HINDUSTAN ZINC LTD.|21-04-2011|1.0000
94175|HINDUSTAN ZINC LTD.|19-10-2011|1.5000
94175|HINDUSTAN ZINC LTD.|19-04-2012|0.9000
94175|HINDUSTAN ZINC LTD.|18-10-2012|1.6000
94175|HINDUSTAN ZINC LTD.|25-04-2013|1.5000
94175|HINDUSTAN ZINC LTD.|23-10-2013|1.6000
94175|HINDUSTAN ZINC LTD.|21-04-2014|1.9000
94175|HINDUSTAN ZINC LTD.|17-09-2014|1.9000
94175|HINDUSTAN ZINC LTD.|20-04-2015|2.5000
94175|HINDUSTAN ZINC LTD.|19-10-2015|1.9000
94175|HINDUSTAN ZINC LTD.|20-10-2015|1.9000
94175|HINDUSTAN ZINC LTD.|30-03-2016|24.0000
94175|HINDUSTAN ZINC LTD.|28-10-2016|1.9000
94175|HINDUSTAN ZINC LTD.|22-03-2017|27.5000
94175|HINDUSTAN ZINC LTD.|23-10-2017|2.0000
94175|HINDUSTAN ZINC LTD.|16-03-2018|6.0000
94175|HINDUSTAN ZINC LTD.|22-10-2018|20.0000
370967|INDIABULLS HOUSING FINANCE LTD.|23-07-2013|6.0000
370967|INDIABULLS HOUSING FINANCE LTD.|23-10-2013|7.0000
370967|INDIABULLS HOUSING FINANCE LTD.|22-01-2014|7.0000
370967|INDIABULLS HOUSING FINANCE LTD.|23-04-2014|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|24-07-2014|8.0000
370967|INDIABULLS HOUSING FINANCE LTD.|16-09-2014|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|19-01-2015|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|24-04-2015|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|21-07-2015|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|21-10-2015|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|20-01-2016|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|09-03-2016|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|25-07-2016|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|21-10-2016|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|20-01-2017|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|24-04-2017|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|24-07-2017|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|23-10-2017|9.0000
370967|INDIABULLS HOUSING FINANCE LTD.|23-01-2018|14.0000
370967|INDIABULLS HOUSING FINANCE LTD.|20-04-2018|10.0000
370967|INDIABULLS HOUSING FINANCE LTD.|02-08-2018|10.0000
370967|INDIABULLS HOUSING FINANCE LTD.|15-10-2018|10.0000
370967|INDIABULLS HOUSING FINANCE LTD.|31-01-2019|10.0000
370967|INDIABULLS HOUSING FINANCE LTD.|24-04-2019|10.0000
370967|INDIABULLS HOUSING FINANCE LTD.|06-08-2019|8.0000
370967|INDIABULLS HOUSING FINANCE LTD.|06-11-2019|7.0000
96379|I C I C I BANK LTD.|30-04-2004|7.5000
96379|I C I C I BANK LTD.|30-04-2005|8.5000
96379|I C I C I BANK LTD.|29-04-2006|8.5000
96379|I C I C I BANK LTD.|28-04-2007|10.0000
96379|I C I C I BANK LTD.|26-04-2008|11.0000
96379|I C I C I BANK LTD.|25-04-2009|11.0000
96379|I C I C I BANK LTD.|24-04-2010|12.0000
96379|I C I C I BANK LTD.|28-04-2011|14.0000
96379|I C I C I BANK LTD.|27-04-2012|16.5000
96379|I C I C I BANK LTD.|26-04-2013|20.0000
96379|I C I C I BANK LTD.|25-04-2014|23.0000
96379|I C I C I BANK LTD.|27-04-2015|5.0000
96379|I C I C I BANK LTD.|29-04-2016|5.0000
96379|I C I C I BANK LTD.|03-05-2017|2.5000
96379|I C I C I BANK LTD.|07-05-2018|1.5000
96379|I C I C I BANK LTD.|06-05-2019|1.0000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|31-03-2013|0.0000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|31-03-2014|0.0000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|26-06-2014|0.2500
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|22-09-2014|0.7500
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|29-12-2014|0.5000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|26-03-2015|0.5000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|23-06-2015|0.7500
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|24-09-2015|0.7500
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|24-12-2015|0.7500
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|22-03-2016|0.7500
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|27-06-2016|0.7000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|26-09-2016|0.8000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|24-12-2016|1.0000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|25-03-2017|1.0000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|23-06-2017|0.7500
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|17-10-2017|0.7500
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|25-04-2018|2.5000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|20-10-2018|2.5000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|18-04-2019|3.5000
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|18-10-2019|3.5000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|27-12-2011|1.4500
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|17-01-2012|0.7500
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|25-05-2012|0.7000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|24-07-2012|0.7000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|19-10-2012|0.8500
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|22-01-2013|0.8500
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|18-04-2013|0.9900
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|16-07-2013|1.0000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|18-10-2013|2.1500
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|16-01-2014|2.4000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|22-04-2014|2.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|15-09-2014|1.8500
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|17-10-2014|1.9000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|24-04-2015|2.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|28-07-2015|2.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|27-10-2015|2.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|19-01-2016|2.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|26-04-2016|2.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|25-10-2016|1.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|26-10-2016|0.6500
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|25-04-2017|1.2000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|26-04-2017|2.3000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|24-10-2017|1.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|25-10-2017|2.3000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|24-04-2018|1.1000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|25-04-2018|2.2000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|23-10-2018|1.6000
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|24-04-2019|1.5500
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|22-10-2019|0.8000
36278|VODAFONE IDEA LTD.|05-05-2004|0.0000
36278|VODAFONE IDEA LTD.|31-03-2005|0.0000
36278|VODAFONE IDEA LTD.|25-04-2013|0.3000
36278|VODAFONE IDEA LTD.|28-04-2014|0.4000
36278|VODAFONE IDEA LTD.|28-04-2015|0.6000
36278|VODAFONE IDEA LTD.|28-04-2016|0.6000
395047|INTERGLOBE AVIATION LTD.|31-03-2011|15975.0000
395047|INTERGLOBE AVIATION LTD.|31-03-2012|17871.0000
395047|INTERGLOBE AVIATION LTD.|31-03-2013|12299.0000
395047|INTERGLOBE AVIATION LTD.|31-03-2014|35169.0000
395047|INTERGLOBE AVIATION LTD.|31-03-2015|32668.0000
395047|INTERGLOBE AVIATION LTD.|29-04-2016|15.0000
395047|INTERGLOBE AVIATION LTD.|09-05-2017|34.0000
395047|INTERGLOBE AVIATION LTD.|02-05-2018|6.0000
395047|INTERGLOBE AVIATION LTD.|27-05-2019|5.0000
100224|INDUSIND BANK LTD.|29-06-2004|0.5000
100224|INDUSIND BANK LTD.|30-06-2004|1.7500
100224|INDUSIND BANK LTD.|30-06-2005|1.8000
100224|INDUSIND BANK LTD.|25-05-2007|0.6000
100224|INDUSIND BANK LTD.|24-06-2008|0.6000
100224|INDUSIND BANK LTD.|05-05-2009|1.2000
100224|INDUSIND BANK LTD.|16-04-2010|1.8000
100224|INDUSIND BANK LTD.|18-04-2011|2.0000
100224|INDUSIND BANK LTD.|19-04-2012|2.2000
100224|INDUSIND BANK LTD.|18-04-2013|3.0000
100224|INDUSIND BANK LTD.|16-04-2014|3.5000
100224|INDUSIND BANK LTD.|16-04-2015|4.0000
100224|INDUSIND BANK LTD.|21-04-2016|4.5000
100224|INDUSIND BANK LTD.|19-04-2017|6.0000
100224|INDUSIND BANK LTD.|19-04-2018|7.5000
100224|INDUSIND BANK LTD.|22-05-2019|7.5000
373095|BHARTI INFRATEL LTD.|07-09-2012|2.5000
373095|BHARTI INFRATEL LTD.|30-04-2013|3.0000
373095|BHARTI INFRATEL LTD.|24-04-2014|4.4000
373095|BHARTI INFRATEL LTD.|17-07-2014|4.5000
373095|BHARTI INFRATEL LTD.|27-04-2015|6.5000
373095|BHARTI INFRATEL LTD.|26-04-2016|3.0000
373095|BHARTI INFRATEL LTD.|22-03-2017|12.0000
373095|BHARTI INFRATEL LTD.|08-05-2017|4.0000
373095|BHARTI INFRATEL LTD.|23-04-2018|14.0000
373095|BHARTI INFRATEL LTD.|24-10-2018|7.5000
373095|BHARTI INFRATEL LTD.|24-04-2019|7.5000
373095|BHARTI INFRATEL LTD.|12-08-2019|3.6500
373095|BHARTI INFRATEL LTD.|10-12-2019|2.7500
100632|INFOSYS LTD.|12-04-2004|15.0000
100632|INFOSYS LTD.|13-04-2004|100.0000
100632|INFOSYS LTD.|11-10-2004|5.0000
100632|INFOSYS LTD.|14-04-2005|6.5000
100632|INFOSYS LTD.|11-10-2005|6.5000
100632|INFOSYS LTD.|14-04-2006|8.5000
100632|INFOSYS LTD.|15-04-2006|30.0000
100632|INFOSYS LTD.|11-10-2006|5.0000
100632|INFOSYS LTD.|13-04-2007|6.5000
100632|INFOSYS LTD.|11-10-2007|6.0000
100632|INFOSYS LTD.|15-04-2008|7.2500
100632|INFOSYS LTD.|16-04-2008|20.0000
100632|INFOSYS LTD.|10-10-2008|10.0000
100632|INFOSYS LTD.|15-04-2009|13.5000
100632|INFOSYS LTD.|09-10-2009|10.0000
100632|INFOSYS LTD.|13-04-2010|15.0000
100632|INFOSYS LTD.|15-10-2010|10.0000
100632|INFOSYS LTD.|16-10-2010|30.0000
100632|INFOSYS LTD.|15-04-2011|20.0000
100632|INFOSYS LTD.|12-10-2011|15.0000
100632|INFOSYS LTD.|13-04-2012|10.0000
100632|INFOSYS LTD.|14-04-2012|22.0000
100632|INFOSYS LTD.|12-10-2012|15.0000
100632|INFOSYS LTD.|12-04-2013|27.0000
100632|INFOSYS LTD.|11-10-2013|20.0000
100632|INFOSYS LTD.|15-04-2014|43.0000
100632|INFOSYS LTD.|10-10-2014|30.0000
100632|INFOSYS LTD.|24-04-2015|29.5000
100632|INFOSYS LTD.|12-10-2015|10.0000
100632|INFOSYS LTD.|15-04-2016|14.2500
100632|INFOSYS LTD.|14-10-2016|11.0000
100632|INFOSYS LTD.|13-04-2017|14.7500
100632|INFOSYS LTD.|24-10-2017|13.0000
100632|INFOSYS LTD.|13-04-2018|10.0000
100632|INFOSYS LTD.|14-04-2018|20.5000
100632|INFOSYS LTD.|16-10-2018|7.0000
100632|INFOSYS LTD.|11-01-2019|4.0000
100632|INFOSYS LTD.|12-04-2019|10.5000
100632|INFOSYS LTD.|11-10-2019|8.0000
98907|INDIAN OIL CORPN. LTD.|08-06-2004|16.0000
98907|INDIAN OIL CORPN. LTD.|22-12-2004|4.5000
98907|INDIAN OIL CORPN. LTD.|30-05-2005|10.0000
98907|INDIAN OIL CORPN. LTD.|26-05-2006|12.5000
98907|INDIAN OIL CORPN. LTD.|22-12-2006|6.0000
98907|INDIAN OIL CORPN. LTD.|28-05-2007|13.0000
98907|INDIAN OIL CORPN. LTD.|28-05-2008|5.5000
98907|INDIAN OIL CORPN. LTD.|29-05-2009|7.5000
98907|INDIAN OIL CORPN. LTD.|28-05-2010|13.0000
98907|INDIAN OIL CORPN. LTD.|30-05-2011|9.5000
98907|INDIAN OIL CORPN. LTD.|28-05-2012|5.0000
98907|INDIAN OIL CORPN. LTD.|30-05-2013|6.2000
98907|INDIAN OIL CORPN. LTD.|29-05-2014|8.7000
98907|INDIAN OIL CORPN. LTD.|29-05-2015|6.6000
98907|INDIAN OIL CORPN. LTD.|12-02-2016|5.5000
98907|INDIAN OIL CORPN. LTD.|27-05-2016|8.5000
98907|INDIAN OIL CORPN. LTD.|31-01-2017|13.5000
98907|INDIAN OIL CORPN. LTD.|23-03-2017|4.5000
98907|INDIAN OIL CORPN. LTD.|25-05-2017|1.0000
98907|INDIAN OIL CORPN. LTD.|30-01-2018|19.0000
98907|INDIAN OIL CORPN. LTD.|22-05-2018|2.0000
98907|INDIAN OIL CORPN. LTD.|13-12-2018|6.7500
98907|INDIAN OIL CORPN. LTD.|19-03-2019|1.5000
98907|INDIAN OIL CORPN. LTD.|17-05-2019|1.0000
97066|I T C LTD.|28-05-2004|20.0000
97066|I T C LTD.|27-05-2005|31.0000
97066|I T C LTD.|26-05-2006|2.6500
97066|I T C LTD.|25-05-2007|3.1000
97066|I T C LTD.|23-05-2008|3.5000
97066|I T C LTD.|22-05-2009|3.7000
97066|I T C LTD.|21-05-2010|4.5000
97066|I T C LTD.|22-05-2010|5.5000
97066|I T C LTD.|20-05-2011|1.6500
97066|I T C LTD.|21-05-2011|2.8000
97066|I T C LTD.|25-05-2012|4.5000
97066|I T C LTD.|17-05-2013|5.2500
97066|I T C LTD.|23-05-2014|6.0000
97066|I T C LTD.|22-05-2015|6.2500
97066|I T C LTD.|20-05-2016|2.0000
97066|I T C LTD.|21-05-2016|6.5000
97066|I T C LTD.|26-05-2017|4.7500
97066|I T C LTD.|16-05-2018|5.1500
97066|I T C LTD.|13-05-2019|5.7500
109874|J S W STEEL LTD.|27-10-2004|0.0000
109874|J S W STEEL LTD.|10-02-2005|3.0000
109874|J S W STEEL LTD.|18-04-2005|5.0000
109874|J S W STEEL LTD.|19-04-2006|8.0000
109874|J S W STEEL LTD.|13-03-2007|12.5000
109874|J S W STEEL LTD.|30-04-2007|0.0000
109874|J S W STEEL LTD.|05-05-2008|14.0000
109874|J S W STEEL LTD.|07-05-2009|1.0000
109874|J S W STEEL LTD.|03-05-2010|9.5000
109874|J S W STEEL LTD.|16-05-2011|12.2500
109874|J S W STEEL LTD.|14-05-2012|7.5000
109874|J S W STEEL LTD.|23-05-2013|10.0000
109874|J S W STEEL LTD.|27-05-2014|11.0000
109874|J S W STEEL LTD.|15-05-2015|11.0000
109874|J S W STEEL LTD.|18-05-2016|7.5000
109874|J S W STEEL LTD.|17-05-2017|2.2500
109874|J S W STEEL LTD.|16-05-2018|3.2000
109874|J S W STEEL LTD.|24-05-2019|4.1000
122573|KOTAK MAHINDRA BANK LTD.|25-05-2004|2.4000
122573|KOTAK MAHINDRA BANK LTD.|07-06-2005|1.2500
122573|KOTAK MAHINDRA BANK LTD.|15-05-2006|0.6000
122573|KOTAK MAHINDRA BANK LTD.|08-05-2007|0.7000
122573|KOTAK MAHINDRA BANK LTD.|09-05-2008|0.7500
122573|KOTAK MAHINDRA BANK LTD.|12-05-2009|0.7500
122573|KOTAK MAHINDRA BANK LTD.|11-05-2010|0.8500
122573|KOTAK MAHINDRA BANK LTD.|05-05-2011|0.5000
122573|KOTAK MAHINDRA BANK LTD.|08-05-2012|0.6000
122573|KOTAK MAHINDRA BANK LTD.|02-05-2013|0.7000
122573|KOTAK MAHINDRA BANK LTD.|30-04-2014|0.8000
122573|KOTAK MAHINDRA BANK LTD.|05-05-2015|0.9000
122573|KOTAK MAHINDRA BANK LTD.|11-05-2016|0.5000
122573|KOTAK MAHINDRA BANK LTD.|27-04-2017|0.6000
122573|KOTAK MAHINDRA BANK LTD.|30-04-2018|0.7000
122573|KOTAK MAHINDRA BANK LTD.|30-04-2019|0.8000
385630|L & T FINANCE HOLDINGS LTD.|26-04-2012|0.0000
385630|L & T FINANCE HOLDINGS LTD.|25-04-2013|0.7500
385630|L & T FINANCE HOLDINGS LTD.|23-04-2014|0.7500
385630|L & T FINANCE HOLDINGS LTD.|23-04-2015|0.8000
385630|L & T FINANCE HOLDINGS LTD.|02-05-2016|0.8000
385630|L & T FINANCE HOLDINGS LTD.|04-05-2017|0.8000
385630|L & T FINANCE HOLDINGS LTD.|03-05-2018|1.0000
385630|L & T FINANCE HOLDINGS LTD.|28-04-2019|1.0000
127106|LARSEN & TOUBRO LTD.|04-06-2004|16.0000
127106|LARSEN & TOUBRO LTD.|27-10-2004|10.0000
127106|LARSEN & TOUBRO LTD.|28-05-2005|17.5000
127106|LARSEN & TOUBRO LTD.|25-05-2006|22.0000
127106|LARSEN & TOUBRO LTD.|13-03-2007|11.0000
127106|LARSEN & TOUBRO LTD.|29-05-2007|2.0000
127106|LARSEN & TOUBRO LTD.|03-07-2007|2.0000
127106|LARSEN & TOUBRO LTD.|29-05-2008|15.0000
127106|LARSEN & TOUBRO LTD.|28-05-2009|10.5000
127106|LARSEN & TOUBRO LTD.|17-05-2010|12.5000
127106|LARSEN & TOUBRO LTD.|19-05-2011|14.5000
127106|LARSEN & TOUBRO LTD.|14-05-2012|16.5000
127106|LARSEN & TOUBRO LTD.|22-05-2013|12.3300
127106|LARSEN & TOUBRO LTD.|30-05-2014|14.2500
127106|LARSEN & TOUBRO LTD.|30-05-2015|16.2500
127106|LARSEN & TOUBRO LTD.|25-05-2016|18.2500
